a   H_over_H0
1.71414205e-06 1.00000000e+00
1.71888590e-06 1.00000000e+00
1.72364288e-06 1.00000000e+00
1.72841302e-06 1.00000000e+00
1.73319637e-06 1.00000000e+00
1.73799295e-06 1.00000000e+00
1.74280280e-06 1.00000000e+00
1.74762597e-06 1.00000000e+00
1.75246248e-06 1.00000000e+00
1.75731238e-06 1.00000000e+00
1.76217571e-06 1.00000000e+00
1.76705249e-06 1.00000000e+00
1.77194277e-06 1.00000000e+00
1.77684658e-06 1.00000000e+00
1.78176396e-06 1.00000000e+00
1.78669495e-06 1.00000000e+00
1.79163959e-06 1.00000000e+00
1.79659791e-06 1.00000000e+00
1.80156995e-06 1.00000000e+00
1.80655576e-06 1.00000000e+00
1.81155536e-06 1.00000000e+00
1.81656880e-06 1.00000000e+00
1.82159611e-06 1.00000000e+00
1.82663734e-06 1.00000000e+00
1.83169251e-06 1.00000000e+00
1.83676168e-06 1.00000000e+00
1.84184488e-06 1.00000000e+00
1.84694214e-06 1.00000000e+00
1.85205351e-06 1.00000000e+00
1.85717903e-06 1.00000000e+00
1.86231873e-06 1.00000000e+00
1.86747265e-06 1.00000000e+00
1.87264084e-06 1.00000000e+00
1.87782333e-06 1.00000000e+00
1.88302017e-06 1.00000000e+00
1.88823138e-06 1.00000000e+00
1.89345702e-06 1.00000000e+00
1.89869712e-06 1.00000000e+00
1.90395172e-06 1.00000000e+00
1.90922086e-06 1.00000000e+00
1.91450459e-06 1.00000000e+00
1.91980294e-06 1.00000000e+00
1.92511595e-06 1.00000000e+00
1.93044366e-06 1.00000000e+00
1.93578612e-06 1.00000000e+00
1.94114336e-06 1.00000000e+00
1.94651543e-06 1.00000000e+00
1.95190237e-06 1.00000000e+00
1.95730422e-06 1.00000000e+00
1.96272101e-06 1.00000000e+00
1.96815280e-06 1.00000000e+00
1.97359962e-06 1.00000000e+00
1.97906151e-06 1.00000000e+00
1.98453851e-06 1.00000000e+00
1.99003068e-06 1.00000000e+00
1.99553804e-06 1.00000000e+00
2.00106065e-06 1.00000000e+00
2.00659854e-06 1.00000000e+00
2.01215176e-06 1.00000000e+00
2.01772034e-06 1.00000000e+00
2.02330434e-06 1.00000000e+00
2.02890378e-06 1.00000000e+00
2.03451873e-06 1.00000000e+00
2.04014921e-06 1.00000000e+00
2.04579528e-06 1.00000000e+00
2.05145697e-06 1.00000000e+00
2.05713433e-06 1.00000000e+00
2.06282741e-06 1.00000000e+00
2.06853623e-06 1.00000000e+00
2.07426086e-06 1.00000000e+00
2.08000133e-06 1.00000000e+00
2.08575769e-06 1.00000000e+00
2.09152997e-06 1.00000000e+00
2.09731824e-06 1.00000000e+00
2.10312252e-06 1.00000000e+00
2.10894286e-06 1.00000000e+00
2.11477931e-06 1.00000000e+00
2.12063191e-06 1.00000000e+00
2.12650072e-06 1.00000000e+00
2.13238576e-06 1.00000000e+00
2.13828709e-06 1.00000000e+00
2.14420475e-06 1.00000000e+00
2.15013879e-06 1.00000000e+00
2.15608925e-06 1.00000000e+00
2.16205617e-06 1.00000000e+00
2.16803961e-06 1.00000000e+00
2.17403962e-06 1.00000000e+00
2.18005622e-06 1.00000000e+00
2.18608948e-06 1.00000000e+00
2.19213943e-06 1.00000000e+00
2.19820613e-06 1.00000000e+00
2.20428961e-06 1.00000000e+00
2.21038993e-06 1.00000000e+00
2.21650714e-06 1.00000000e+00
2.22264127e-06 1.00000000e+00
2.22879238e-06 1.00000000e+00
2.23496051e-06 1.00000000e+00
2.24114571e-06 1.00000000e+00
2.24734803e-06 1.00000000e+00
2.25356752e-06 1.00000000e+00
2.25980421e-06 1.00000000e+00
2.26605817e-06 1.00000000e+00
2.27232944e-06 1.00000000e+00
2.27861806e-06 1.00000000e+00
2.28492408e-06 1.00000000e+00
2.29124755e-06 1.00000000e+00
2.29758853e-06 1.00000000e+00
2.30394705e-06 1.00000000e+00
2.31032317e-06 1.00000000e+00
2.31671694e-06 1.00000000e+00
2.32312840e-06 1.00000000e+00
2.32955761e-06 1.00000000e+00
2.33600461e-06 1.00000000e+00
2.34246945e-06 1.00000000e+00
2.34895218e-06 1.00000000e+00
2.35545285e-06 1.00000000e+00
2.36197151e-06 1.00000000e+00
2.36850821e-06 1.00000000e+00
2.37506301e-06 1.00000000e+00
2.38163594e-06 1.00000000e+00
2.38822706e-06 1.00000000e+00
2.39483643e-06 1.00000000e+00
2.40146408e-06 1.00000000e+00
2.40811008e-06 1.00000000e+00
2.41477447e-06 1.00000000e+00
2.42145730e-06 1.00000000e+00
2.42815863e-06 1.00000000e+00
2.43487850e-06 1.00000000e+00
2.44161697e-06 1.00000000e+00
2.44837409e-06 1.00000000e+00
2.45514991e-06 1.00000000e+00
2.46194448e-06 1.00000000e+00
2.46875786e-06 1.00000000e+00
2.47559009e-06 1.00000000e+00
2.48244123e-06 1.00000000e+00
2.48931133e-06 1.00000000e+00
2.49620044e-06 1.00000000e+00
2.50310862e-06 1.00000000e+00
2.51003592e-06 1.00000000e+00
2.51698238e-06 1.00000000e+00
2.52394808e-06 1.00000000e+00
2.53093304e-06 1.00000000e+00
2.53793734e-06 1.00000000e+00
2.54496103e-06 1.00000000e+00
2.55200415e-06 1.00000000e+00
2.55906676e-06 1.00000000e+00
2.56614892e-06 1.00000000e+00
2.57325068e-06 1.00000000e+00
2.58037209e-06 1.00000000e+00
2.58751322e-06 1.00000000e+00
2.59467410e-06 1.00000000e+00
2.60185480e-06 1.00000000e+00
2.60905537e-06 1.00000000e+00
2.61627588e-06 1.00000000e+00
2.62351636e-06 1.00000000e+00
2.63077688e-06 1.00000000e+00
2.63805750e-06 1.00000000e+00
2.64535826e-06 1.00000000e+00
2.65267923e-06 1.00000000e+00
2.66002046e-06 1.00000000e+00
2.66738201e-06 1.00000000e+00
2.67476392e-06 1.00000000e+00
2.68216627e-06 1.00000000e+00
2.68958911e-06 1.00000000e+00
2.69703248e-06 1.00000000e+00
2.70449646e-06 1.00000000e+00
2.71198109e-06 1.00000000e+00
2.71948644e-06 1.00000000e+00
2.72701256e-06 1.00000000e+00
2.73455950e-06 1.00000000e+00
2.74212733e-06 1.00000000e+00
2.74971611e-06 1.00000000e+00
2.75732588e-06 1.00000000e+00
2.76495672e-06 1.00000000e+00
2.77260867e-06 1.00000000e+00
2.78028181e-06 1.00000000e+00
2.78797617e-06 1.00000000e+00
2.79569183e-06 1.00000000e+00
2.80342885e-06 1.00000000e+00
2.81118727e-06 1.00000000e+00
2.81896717e-06 1.00000000e+00
2.82676860e-06 1.00000000e+00
2.83459161e-06 1.00000000e+00
2.84243628e-06 1.00000000e+00
2.85030266e-06 1.00000000e+00
2.85819081e-06 1.00000000e+00
2.86610079e-06 1.00000000e+00
2.87403266e-06 1.00000000e+00
2.88198648e-06 1.00000000e+00
2.88996231e-06 1.00000000e+00
2.89796021e-06 1.00000000e+00
2.90598025e-06 1.00000000e+00
2.91402249e-06 1.00000000e+00
2.92208698e-06 1.00000000e+00
2.93017379e-06 1.00000000e+00
2.93828297e-06 1.00000000e+00
2.94641461e-06 1.00000000e+00
2.95456874e-06 1.00000000e+00
2.96274544e-06 1.00000000e+00
2.97094477e-06 1.00000000e+00
2.97916680e-06 1.00000000e+00
2.98741157e-06 1.00000000e+00
2.99567917e-06 1.00000000e+00
3.00396964e-06 1.00000000e+00
3.01228306e-06 1.00000000e+00
3.02061948e-06 1.00000000e+00
3.02897898e-06 1.00000000e+00
3.03736161e-06 1.00000000e+00
3.04576744e-06 1.00000000e+00
3.05419653e-06 1.00000000e+00
3.06264895e-06 1.00000000e+00
3.07112476e-06 1.00000000e+00
3.07962403e-06 1.00000000e+00
3.08814682e-06 1.00000000e+00
3.09669319e-06 1.00000000e+00
3.10526322e-06 1.00000000e+00
3.11385697e-06 1.00000000e+00
3.12247450e-06 1.00000000e+00
3.13111587e-06 1.00000000e+00
3.13978117e-06 1.00000000e+00
3.14847044e-06 1.00000000e+00
3.15718376e-06 1.00000000e+00
3.16592119e-06 1.00000000e+00
3.17468281e-06 1.00000000e+00
3.18346867e-06 1.00000000e+00
3.19227885e-06 1.00000000e+00
3.20111341e-06 1.00000000e+00
3.20997241e-06 1.00000000e+00
3.21885594e-06 1.00000000e+00
3.22776405e-06 1.00000000e+00
3.23669681e-06 1.00000000e+00
3.24565430e-06 1.00000000e+00
3.25463657e-06 1.00000000e+00
3.26364371e-06 1.00000000e+00
3.27267577e-06 1.00000000e+00
3.28173282e-06 1.00000000e+00
3.29081494e-06 1.00000000e+00
3.29992220e-06 1.00000000e+00
3.30905466e-06 1.00000000e+00
3.31821239e-06 1.00000000e+00
3.32739547e-06 1.00000000e+00
3.33660396e-06 1.00000000e+00
3.34583794e-06 1.00000000e+00
3.35509747e-06 1.00000000e+00
3.36438262e-06 1.00000000e+00
3.37369347e-06 1.00000000e+00
3.38303009e-06 1.00000000e+00
3.39239255e-06 1.00000000e+00
3.40178092e-06 1.00000000e+00
3.41119527e-06 1.00000000e+00
3.42063568e-06 1.00000000e+00
3.43010221e-06 1.00000000e+00
3.43959494e-06 1.00000000e+00
3.44911394e-06 1.00000000e+00
3.45865929e-06 1.00000000e+00
3.46823105e-06 1.00000000e+00
3.47782930e-06 1.00000000e+00
3.48745411e-06 1.00000000e+00
3.49710556e-06 1.00000000e+00
3.50678372e-06 1.00000000e+00
3.51648866e-06 1.00000000e+00
3.52622047e-06 1.00000000e+00
3.53597920e-06 1.00000000e+00
3.54576494e-06 1.00000000e+00
3.55557777e-06 1.00000000e+00
3.56541775e-06 1.00000000e+00
3.57528496e-06 1.00000000e+00
3.58517948e-06 1.00000000e+00
3.59510138e-06 1.00000000e+00
3.60505075e-06 1.00000000e+00
3.61502764e-06 1.00000000e+00
3.62503215e-06 1.00000000e+00
3.63506434e-06 1.00000000e+00
3.64512430e-06 1.00000000e+00
3.65521210e-06 1.00000000e+00
3.66532781e-06 1.00000000e+00
3.67547153e-06 1.00000000e+00
3.68564331e-06 1.00000000e+00
3.69584324e-06 1.00000000e+00
3.70607141e-06 1.00000000e+00
3.71632787e-06 1.00000000e+00
3.72661273e-06 1.00000000e+00
3.73692604e-06 1.00000000e+00
3.74726790e-06 1.00000000e+00
3.75763838e-06 1.00000000e+00
3.76803756e-06 1.00000000e+00
3.77846552e-06 1.00000000e+00
3.78892233e-06 1.00000000e+00
3.79940809e-06 1.00000000e+00
3.80992287e-06 1.00000000e+00
3.82046674e-06 1.00000000e+00
3.83103980e-06 1.00000000e+00
3.84164211e-06 1.00000000e+00
3.85227377e-06 1.00000000e+00
3.86293485e-06 1.00000000e+00
3.87362543e-06 1.00000000e+00
3.88434560e-06 1.00000000e+00
3.89509544e-06 1.00000000e+00
3.90587503e-06 1.00000000e+00
3.91668445e-06 1.00000000e+00
3.92752378e-06 1.00000000e+00
3.93839312e-06 1.00000000e+00
3.94929253e-06 1.00000000e+00
3.96022211e-06 1.00000000e+00
3.97118193e-06 1.00000000e+00
3.98217209e-06 1.00000000e+00
3.99319266e-06 1.00000000e+00
4.00424373e-06 1.00000000e+00
4.01532538e-06 1.00000000e+00
4.02643770e-06 1.00000000e+00
4.03758078e-06 1.00000000e+00
4.04875469e-06 1.00000000e+00
4.05995953e-06 1.00000000e+00
4.07119537e-06 1.00000000e+00
4.08246231e-06 1.00000000e+00
4.09376044e-06 1.00000000e+00
4.10508983e-06 1.00000000e+00
4.11645057e-06 1.00000000e+00
4.12784275e-06 1.00000000e+00
4.13926646e-06 1.00000000e+00
4.15072179e-06 1.00000000e+00
4.16220882e-06 1.00000000e+00
4.17372763e-06 1.00000000e+00
4.18527833e-06 1.00000000e+00
4.19686099e-06 1.00000000e+00
4.20847571e-06 1.00000000e+00
4.22012257e-06 1.00000000e+00
4.23180166e-06 1.00000000e+00
4.24351308e-06 1.00000000e+00
4.25525691e-06 1.00000000e+00
4.26703323e-06 1.00000000e+00
4.27884215e-06 1.00000000e+00
4.29068375e-06 1.00000000e+00
4.30255812e-06 1.00000000e+00
4.31446535e-06 1.00000000e+00
4.32640553e-06 1.00000000e+00
4.33837876e-06 1.00000000e+00
4.35038513e-06 1.00000000e+00
4.36242472e-06 1.00000000e+00
4.37449763e-06 1.00000000e+00
4.38660395e-06 1.00000000e+00
4.39874378e-06 1.00000000e+00
4.41091720e-06 1.00000000e+00
4.42312432e-06 1.00000000e+00
4.43536521e-06 1.00000000e+00
4.44763998e-06 1.00000000e+00
4.45994873e-06 1.00000000e+00
4.47229153e-06 1.00000000e+00
4.48466850e-06 1.00000000e+00
4.49707972e-06 1.00000000e+00
4.50952528e-06 1.00000000e+00
4.52200529e-06 1.00000000e+00
4.53451984e-06 1.00000000e+00
4.54706902e-06 1.00000000e+00
4.55965293e-06 1.00000000e+00
4.57227166e-06 1.00000000e+00
4.58492532e-06 1.00000000e+00
4.59761400e-06 1.00000000e+00
4.61033779e-06 1.00000000e+00
4.62309680e-06 1.00000000e+00
4.63589111e-06 1.00000000e+00
4.64872083e-06 1.00000000e+00
4.66158606e-06 1.00000000e+00
4.67448690e-06 1.00000000e+00
4.68742343e-06 1.00000000e+00
4.70039577e-06 1.00000000e+00
4.71340401e-06 1.00000000e+00
4.72644825e-06 1.00000000e+00
4.73952859e-06 1.00000000e+00
4.75264512e-06 1.00000000e+00
4.76579796e-06 1.00000000e+00
4.77898720e-06 1.00000000e+00
4.79221294e-06 1.00000000e+00
4.80547528e-06 1.00000000e+00
4.81877432e-06 1.00000000e+00
4.83211017e-06 1.00000000e+00
4.84548292e-06 1.00000000e+00
4.85889269e-06 1.00000000e+00
4.87233956e-06 1.00000000e+00
4.88582365e-06 1.00000000e+00
4.89934506e-06 1.00000000e+00
4.91290388e-06 1.00000000e+00
4.92650023e-06 1.00000000e+00
4.94013421e-06 1.00000000e+00
4.95380592e-06 1.00000000e+00
4.96751547e-06 1.00000000e+00
4.98126295e-06 1.00000000e+00
4.99504848e-06 1.00000000e+00
5.00887217e-06 1.00000000e+00
5.02273411e-06 1.00000000e+00
5.03663441e-06 1.00000000e+00
5.05057318e-06 1.00000000e+00
5.06455053e-06 1.00000000e+00
5.07856655e-06 1.00000000e+00
5.09262137e-06 1.00000000e+00
5.10671509e-06 1.00000000e+00
5.12084780e-06 1.00000000e+00
5.13501963e-06 1.00000000e+00
5.14923068e-06 1.00000000e+00
5.16348106e-06 1.00000000e+00
5.17777088e-06 1.00000000e+00
5.19210024e-06 1.00000000e+00
5.20646926e-06 1.00000000e+00
5.22087805e-06 1.00000000e+00
5.23532671e-06 1.00000000e+00
5.24981536e-06 1.00000000e+00
5.26434410e-06 1.00000000e+00
5.27891305e-06 1.00000000e+00
5.29352232e-06 1.00000000e+00
5.30817203e-06 1.00000000e+00
5.32286227e-06 1.00000000e+00
5.33759317e-06 1.00000000e+00
5.35236484e-06 1.00000000e+00
5.36717739e-06 1.00000000e+00
5.38203093e-06 1.00000000e+00
5.39692558e-06 1.00000000e+00
5.41186145e-06 1.00000000e+00
5.42683865e-06 1.00000000e+00
5.44185730e-06 1.00000000e+00
5.45691752e-06 1.00000000e+00
5.47201941e-06 1.00000000e+00
5.48716310e-06 1.00000000e+00
5.50234870e-06 1.00000000e+00
5.51757633e-06 1.00000000e+00
5.53284609e-06 1.00000000e+00
5.54815812e-06 1.00000000e+00
5.56351252e-06 1.00000000e+00
5.57890942e-06 1.00000000e+00
5.59434892e-06 1.00000000e+00
5.60983115e-06 1.00000000e+00
5.62535623e-06 1.00000000e+00
5.64092428e-06 1.00000000e+00
5.65653541e-06 1.00000000e+00
5.67218974e-06 1.00000000e+00
5.68788740e-06 1.00000000e+00
5.70362850e-06 1.00000000e+00
5.71941316e-06 1.00000000e+00
5.73524151e-06 1.00000000e+00
5.75111366e-06 1.00000000e+00
5.76702973e-06 1.00000000e+00
5.78298986e-06 1.00000000e+00
5.79899415e-06 1.00000000e+00
5.81504273e-06 1.00000000e+00
5.83113573e-06 1.00000000e+00
5.84727327e-06 1.00000000e+00
5.86345546e-06 1.00000000e+00
5.87968244e-06 1.00000000e+00
5.89595433e-06 1.00000000e+00
5.91227125e-06 1.00000000e+00
5.92863333e-06 1.00000000e+00
5.94504068e-06 1.00000000e+00
5.96149345e-06 1.00000000e+00
5.97799175e-06 1.00000000e+00
5.99453570e-06 1.00000000e+00
6.01112544e-06 1.00000000e+00
6.02776110e-06 1.00000000e+00
6.04444279e-06 1.00000000e+00
6.06117065e-06 1.00000000e+00
6.07794480e-06 1.00000000e+00
6.09476537e-06 1.00000000e+00
6.11163250e-06 1.00000000e+00
6.12854630e-06 1.00000000e+00
6.14550691e-06 1.00000000e+00
6.16251446e-06 1.00000000e+00
6.17956908e-06 1.00000000e+00
6.19667090e-06 1.00000000e+00
6.21382004e-06 1.00000000e+00
6.23101665e-06 1.00000000e+00
6.24826085e-06 1.00000000e+00
6.26555277e-06 1.00000000e+00
6.28289254e-06 1.00000000e+00
6.30028030e-06 1.00000000e+00
6.31771619e-06 1.00000000e+00
6.33520032e-06 1.00000000e+00
6.35273285e-06 1.00000000e+00
6.37031389e-06 1.00000000e+00
6.38794359e-06 1.00000000e+00
6.40562208e-06 1.00000000e+00
6.42334949e-06 1.00000000e+00
6.44112596e-06 1.00000000e+00
6.45895163e-06 1.00000000e+00
6.47682663e-06 1.00000000e+00
6.49475111e-06 1.00000000e+00
6.51272518e-06 1.00000000e+00
6.53074900e-06 1.00000000e+00
6.54882270e-06 1.00000000e+00
6.56694642e-06 1.00000000e+00
6.58512029e-06 1.00000000e+00
6.60334446e-06 1.00000000e+00
6.62161907e-06 1.00000000e+00
6.63994425e-06 1.00000000e+00
6.65832014e-06 1.00000000e+00
6.67674689e-06 1.00000000e+00
6.69522464e-06 1.00000000e+00
6.71375352e-06 1.00000000e+00
6.73233368e-06 1.00000000e+00
6.75096526e-06 1.00000000e+00
6.76964840e-06 1.00000000e+00
6.78838325e-06 1.00000000e+00
6.80716995e-06 1.00000000e+00
6.82600864e-06 1.00000000e+00
6.84489946e-06 1.00000000e+00
6.86384256e-06 1.00000000e+00
6.88283809e-06 1.00000000e+00
6.90188619e-06 1.00000000e+00
6.92098700e-06 1.00000000e+00
6.94014068e-06 1.00000000e+00
6.95934736e-06 1.00000000e+00
6.97860719e-06 1.00000000e+00
6.99792033e-06 1.00000000e+00
7.01728692e-06 1.00000000e+00
7.03670710e-06 1.00000000e+00
7.05618102e-06 1.00000000e+00
7.07570884e-06 1.00000000e+00
7.09529071e-06 1.00000000e+00
7.11492676e-06 1.00000000e+00
7.13461716e-06 1.00000000e+00
7.15436205e-06 1.00000000e+00
7.17416159e-06 1.00000000e+00
7.19401592e-06 1.00000000e+00
7.21392519e-06 1.00000000e+00
7.23388956e-06 1.00000000e+00
7.25390919e-06 1.00000000e+00
7.27398422e-06 1.00000000e+00
7.29411480e-06 1.00000000e+00
7.31430110e-06 1.00000000e+00
7.33454326e-06 1.00000000e+00
7.35484144e-06 1.00000000e+00
7.37519580e-06 1.00000000e+00
7.39560649e-06 1.00000000e+00
7.41607366e-06 1.00000000e+00
7.43659748e-06 1.00000000e+00
7.45717809e-06 1.00000000e+00
7.47781566e-06 1.00000000e+00
7.49851035e-06 1.00000000e+00
7.51926230e-06 1.00000000e+00
7.54007169e-06 1.00000000e+00
7.56093867e-06 1.00000000e+00
7.58186339e-06 1.00000000e+00
7.60284603e-06 1.00000000e+00
7.62388673e-06 1.00000000e+00
7.64498566e-06 1.00000000e+00
7.66614299e-06 1.00000000e+00
7.68735886e-06 1.00000000e+00
7.70863345e-06 1.00000000e+00
7.72996692e-06 1.00000000e+00
7.75135943e-06 1.00000000e+00
7.77281114e-06 1.00000000e+00
7.79432222e-06 1.00000000e+00
7.81589283e-06 1.00000000e+00
7.83752313e-06 1.00000000e+00
7.85921330e-06 1.00000000e+00
7.88096350e-06 1.00000000e+00
7.90277388e-06 1.00000000e+00
7.92464463e-06 1.00000000e+00
7.94657590e-06 1.00000000e+00
7.96856787e-06 1.00000000e+00
7.99062070e-06 1.00000000e+00
8.01273456e-06 1.00000000e+00
8.03490962e-06 1.00000000e+00
8.05714605e-06 1.00000000e+00
8.07944402e-06 1.00000000e+00
8.10180370e-06 1.00000000e+00
8.12422526e-06 1.00000000e+00
8.14670887e-06 1.00000000e+00
8.16925470e-06 1.00000000e+00
8.19186292e-06 1.00000000e+00
8.21453372e-06 1.00000000e+00
8.23726725e-06 1.00000000e+00
8.26006370e-06 1.00000000e+00
8.28292324e-06 1.00000000e+00
8.30584604e-06 1.00000000e+00
8.32883228e-06 1.00000000e+00
8.35188214e-06 1.00000000e+00
8.37499578e-06 1.00000000e+00
8.39817339e-06 1.00000000e+00
8.42141515e-06 1.00000000e+00
8.44472122e-06 1.00000000e+00
8.46809179e-06 1.00000000e+00
8.49152705e-06 1.00000000e+00
8.51502715e-06 1.00000000e+00
